Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2189.8162
DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,372.848
NCI29,8.6,Low Fat,0.032754431,Health and Hygiene,140.5154,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,283.6308
DRH13,8.575,Low Fat,0.023983258,Soft Drinks,106.328,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,958.752
NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.612,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,559.2719999999998
FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,295.6152
FDQ09,7.235,Low Fat,0.058369013,Snack Foods,115.2834,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1267.0174
FDC17,12.15,Low Fat,0.015523707,Frozen Foods,212.0928,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2735.1064
FDU04,7.93,Low Fat,0.0027761120000000003,Frozen Foods,123.2414,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,487.3656
FDN27,20.85,Low Fat,0.026308643000000003,Meat,115.1808,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1054.6272
NCQ42,20.35,Low Fat,0.039428167,Household,127.9678,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3560.6984
FDY59,8.195,Low Fat,0.026907002000000003,Baking Goods,93.1462,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,647.8234
FDT32,19.0,Regular,0.06590129900000001,Fruits and Vegetables,188.7214,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1695.7926
FDU13,8.355,Low Fat,0.188322664,Canned,148.5418,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2207.127
FDY51,12.5,Low Fat,0.081465335,Meat,220.7798,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,6611.394
DRG39,14.15,Low Fat,0.042352822000000005,Dairy,51.6982,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1262.3568
NCG43,20.2,Low Fat,0.074541867,Household,94.1462,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1758.3778
DRF15,18.35,Low Fat,0.03334929,Dairy,155.034,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1990.742
FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,938.778
FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4194.54
FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1522.0188
DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3542.056
FDO27,6.175,Regular,0.17980696100000002,Meat,95.2752,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1534.0032
NCB18,19.6,Low Fat,0.041459372,Household,89.6514,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1239.7196
FDR16,5.845,Regular,0.105445801,Frozen Foods,214.4218,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1496.0526
FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2870.9296
FDG21,17.35,Regular,0.146895866,Seafood,149.605,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3745.125
NCQ38,16.35,Low Fat,0.013420878999999998,Others,106.0113333,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1810.976
FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,554.6114
FDK43,9.8,Low Fat,0.026950104,Meat,128.40200000000002,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1265.02
NCO06,19.25,Low Fat,0.108470504,Household,33.4558,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,441.4254
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,808.947
NCJ30,5.82,Low Fat,0.080968973,Household,171.37900000000005,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2037.348
NCI54,15.2,Low Fat,0.033735909,Household,110.9912,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1856.2504
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,5182.5872
NCR17,9.8,Low Fat,0.024482644,Health and Hygiene,116.2492,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2896.23
FDT21,7.42,Low Fat,0.020474913,Snack Foods,248.4092,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,996.0368
FDS21,19.85,Regular,0.020961192,Snack Foods,62.0194,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,619.194
FDW27,5.86,Regular,0.151467821,Meat,154.1314,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3412.8908
FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3211.8192
FDW46,13.0,Regular,0.070588037,Snack Foods,65.9484,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1043.9744
FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,446.7518
NCI31,20.0,Low Fat,0.08165845,Others,35.019,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,585.904
NCR30,20.6,Low Fat,0.07128216799999999,Household,74.4696,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,223.7088
FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102.1332,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,615.1992
FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3150.5656
FDG45,8.1,Low Fat,0.12121725583333336,Fruits and Vegetables,211.8902,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3823.0236
FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1482.7366
FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1277.0044
FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1223.0746
FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2182.4924
FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2656.542
FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1488.7288
FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1012.6818
NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,830.9184
FDU37,9.5,Regular,0.104933928,Canned,78.796,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1198.44
NCP18,12.15,Low Fat,0.028714747,Household,151.9708,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3611.2992
FDZ33,10.195,Low Fat,0.107834541,Snack Foods,146.5076,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1330.2684
FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9428,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1274.3412
DRG27,8.895,Low Fat,0.098617451,Dairy,42.0138,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,568.5932
NCN18,8.895,Low Fat,0.125222705,Household,112.4044,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1006.6896
DRF36,16.1,Low Fat,0.023673342000000003,Soft Drinks,189.0846,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,5350.3688
FDR13,9.895,Regular,0.028837829,Canned,117.8492,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1506.0396
FDW40,14.0,Regular,0.105573769,Frozen Foods,143.9812,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1139.8496
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,649.155
FDO33,14.75,Low Fat,0.089686322,Snack Foods,115.3518,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1821.6288
FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3129.26
NCR29,7.565,Low Fat,0.054863459,Health and Hygiene,58.393,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,509.337
FDZ35,9.6,Regular,0.02236923,Breads,104.799,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1341.5870000000002
FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2250.404
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,778.9860000000001
FDM39,6.42,Low Fat,0.053688479,Dairy,178.3002,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2328.3026
FDA02,14.0,Regular,0.029843736000000006,Dairy,143.9786,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,866.8716
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2503.408
NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2702.4822
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1541.9928
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,673.7896
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,866.8716
FDZ57,10.0,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1413.4934
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1957.452
FDO50,16.25,Low Fat,0.05205881716666666,Canned,90.2804,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1653.8472
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1981.4208
FDN12,15.6,Low Fat,0.077347713,Baking Goods,111.8544,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1454.1072
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1581.9408
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1867.569
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1747.725
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2410.8618
FDN10,11.5,Low Fat,0.036923515199999986,Snack Foods,119.5124,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,829.5868
FDY20,12.5,Regular,0.08208578700000001,Fruits and Vegetables,92.2488,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1358.2320000000002
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1323.6104
FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2647.2208
NCM06,7.475,Low Fat,0.076036381,Household,153.9656,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2625.9152
FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4492.8184
NCP02,7.105,Low Fat,0.044991294,Household,59.2562,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,651.8182
FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4394.28
FDV32,7.785,Low Fat,0.089069748,Fruits and Vegetables,62.75100000000001,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1707.777
NCR53,12.15,Low Fat,0.15375070485714287,Health and Hygiene,224.4404,,2009.0,Medium,Tier 3,Supermarket Type2,5626.01
FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3874.956
FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2220.443
FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2475.4444
FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3091.9752
FDD10,20.6,Regular,0.046208155,Snack Foods,178.0344,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1605.9096
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,78.5644
NCB55,15.7,Low Fat,0.160727064,Household,57.5562,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,829.5868
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1304.968
FDB08,6.055,Low Fat,0.031230059,Fruits and Vegetables,160.3578,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1765.0358
NCV30,20.2,Low Fat,0.066200667,Household,61.451,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,126.502
NCC55,10.695,Low Fat,0.06402288099999999,Household,36.0848,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,372.848
FDI16,14.0,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,319.584
FDI56,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1733.0774
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,,2009.0,Medium,Tier 3,Supermarket Type2,1679.1476
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2375.5744
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,549.285
NCP06,20.7,Low Fat,0.039405676,Household,149.8366,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2267.049
FDT45,15.85,Low Fat,0.05754691400000001,Snack Foods,55.8956,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,491.3604
NCM54,17.7,Low Fat,0.051146565,Household,127.3678,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3306.3628
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3057.3536
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,360.8636
FDV02,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,513.3318
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,75.9012
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,512.6659999999998
FDQ56,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1426.1436
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1231.73
FDU03,18.7,Regular,0.091950972,Meat,184.2292,,2009.0,Medium,Tier 3,Supermarket Type2,1277.0044
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,649.8208
FDF32,16.35,Low Fat,0.04554314675,Fruits and Vegetables,196.3426,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1384.1982
FDU58,6.61,Regular,0.029129907000000007,Snack Foods,188.4898,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4677.245
FDR46,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2490.092
NCF42,17.35,Low Fat,0.16806490899999998,Household,176.2712,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1230.3984
FDC45,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1197.7742
FDU55,16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2342.9502
FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1001.3632
FDX21,7.05,Low Fat,0.085312137,Snack Foods,107.4912,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,982.7208
FDW57,8.31,Regular,0.116148596,Snack Foods,176.0028,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4427.57
NCW54,7.5,Low Fat,0.096806008,Household,56.2588,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,687.1056
FDJ58,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2748.4224
FDO40,17.1,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2087.9488
FDV49,10.0,Low Fat,0.025932408,Canned,264.7226,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3171.8712
FDK40,7.035,Low Fat,0.021938404,Frozen Foods,264.691,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,5785.802
FDC33,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2759.0752
FDG57,14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,874.8612
FDB12,11.15,Regular,0.105736638,Baking Goods,104.4648,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2181.1608
FDA01,15.0,Regular,0.054599767,Canned,59.4904,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,644.4944
NCP41,16.6,Low Fat,0.016276741,Health and Hygiene,109.8596,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1617.894
FDM33,15.6,Low Fat,0.06589556425,Snack Foods,220.4798,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,661.1394
FDT58,9.0,Low Fat,0.08630486,Snack Foods,168.0816,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2181.1608
FDQ44,20.5,Low Fat,0.036287517000000005,Fruits and Vegetables,121.2756,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2181.1608
FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1482.0708
DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2332.9632
NCF18,18.35,Low Fat,0.08934507400000001,Household,191.9504,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,5369.0112
NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1567.2932
FDX01,10.1,Low Fat,0.024262772,Canned,117.615,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1514.695
FDS03,7.825,Low Fat,0.07995298299999999,Meat,62.7826,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1162.4868
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1631.8758
FDS13,6.465,Low Fat,0.1321813532857143,Canned,263.1884,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2914.8724
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1612.5676
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3091.9752
NCN19,13.1,Low Fat,0.012148836,Others,191.353,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1328.271
FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2659.871
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1185.7898
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.56599999999997,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2696.49
FDO04,16.6,Low Fat,0.026645307000000003,Frozen Foods,53.5614,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,939.4438
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4729.8432
FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1713.7692
NCO54,19.5,Low Fat,0.014332439,Household,57.1614,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1381.535
DRK12,9.5,Low Fat,0.042056944000000006,Soft Drinks,31.89,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,366.19
DRO47,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,452.744
NCJ42,19.75,Low Fat,0.014359584,Household,100.8332,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1537.9979999999996
FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3115.9440000000004
FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1677.816
FDR60,14.3,Low Fat,0.130946374,Baking Goods,76.7328,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1312.9576
DRJ39,20.25,Low Fat,0.036474041,Dairy,218.3482,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2409.5302
DRE15,13.35,Low Fat,0.017857847,Dairy,77.5012,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1518.024
FDD20,14.15,Low Fat,0.020798905,Fruits and Vegetables,123.6046,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1245.046
FDW13,8.5,Low Fat,0.098283459,Canned,51.3324,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,934.7832
FDG52,13.65,Low Fat,0.065898197,Frozen Foods,46.1402,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,459.402
FDG34,11.5,Regular,0.037723476,Snack Foods,109.5254,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1953.4572
FDD56,15.2,Regular,0.104201019,Fruits and Vegetables,176.5054,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2976.7918
FDA38,5.44,Low Fat,0.025583714,Dairy,239.1538,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,480.7076
FDU23,12.15,Low Fat,0.021811987,Breads,163.6184,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2311.6576
NCI30,20.25,Low Fat,0.0591756,Household,245.046,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,4680.574000000001
NCX30,16.7,Low Fat,0.026729068,Household,248.4776,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,6439.6176
FDV09,12.1,Low Fat,0.020652362,Snack Foods,149.5734,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2227.101
DRE49,20.75,Low Fat,0.021336565,Soft Drinks,153.6024,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1366.2216
FDQ26,13.5,Regular,0.06814888599999999,Dairy,58.6562,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,711.0744
FDT24,12.35,Regular,0.186616421,Baking Goods,78.6328,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1004.0264
FDJ07,7.26,Low Fat,0.014482278,Meat,118.115,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1864.24
FDI21,5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1214.4192
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,615.1992
DRM59,5.88,Low Fat,0.003606726,Hard Drinks,154.1998,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1384.1982
FDX11,16.0,Regular,0.107186944,Baking Goods,181.9634,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3453.5046
NCC43,7.39,Low Fat,0.093160853,Household,251.3066,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1004.0264
NCR41,17.85,Low Fat,0.018097419,Health and Hygiene,96.9094,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1332.9316
FDR09,18.25,Low Fat,0.078041216,Snack Foods,258.4962,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2848.9582
FDL56,14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1133.8574
NCQ53,17.6,Low Fat,0.018982338,Health and Hygiene,237.05900000000003,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2836.308
FDT40,5.985,Low Fat,0.096185556,Frozen Foods,127.1678,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3560.6984
FDC05,13.1,Regular,0.099186992,Frozen Foods,198.7768,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,3153.2288
FDO58,19.6,Low Fat,0.039738393,Snack Foods,163.7526,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,2960.1468
FDT22,10.395,Low Fat,0.112553853,Snack Foods,59.022,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,1378.206
